b,Titulo,Tema,Disciplina,Curso,Chamada UAB,IES
464,Video Tutorial - Estruturas de Repetição - while,Linguagem de Programação I ,Linguagem de Programação I ,INFORMATICA,UAB,IFES
465,Video tutorial Exemplo 1 - Ponteiros Char,TÉCNICAS DE PROGRAMAÇÃO AVANÇADAS,TÉCNICAS DE PROGRAMAÇÃO AVANÇADAS,TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS,UAB,IFES
466,Video tutorial Exemplo 2 - Ponteiros Int,TÉCNICAS DE PROGRAMAÇÃO AVANÇADAS,TÉCNICAS DE PROGRAMAÇÃO AVANÇADAS,TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS,UAB,IFES
467,Vídeo tutorial - Ferramenta BrModelo,BANCO DE DADOS I ,BANCO DE DADOS I,TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS,UAB,IFES
468,Video Tutorial - Ferramenta Visualg,Algoritmos,Algoritmos,INFORMATICA,UAB,IFES
469,Video tutorial Fila estática (com vetores),TÉCNICAS DE PROGRAMAÇÃO AVANÇADAS,TÉCNICAS DE PROGRAMAÇÃO AVANÇADAS,TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS,UAB,IFES
470,Video Tutorial - Funcionamento do Computador parte 1 ,Introdução a Informática ,Introdução a Informática,INFORMATICA,UAB,IFES
471,Video Tutorial - Funcionamento do Computador parte 2,Introdução a Informática ,Introdução a Informática,INFORMATICA,UAB,IFES
472,Video Tutorial - História das Impressoras,Introdução a Informática ,Introdução a Informática,INFORMATICA,UAB,IFES
473,Video Tutorial Histórico da evolução,Introdução a Informática ,Introdução a Informática,INFORMATICA,UAB,IFES
474,Vídeo Tutorial Impressão,Aplicativos Computacionais ,Sistemas Operacionais ,INFORMATICA,UAB,IFES
475,Video Tutorial Instalar Dev C++,PROGRAMAÇÃO I,PROGRAMAÇÃO I,TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS,UAB,IFES
476,Video Tutorial Interconexão dos periféricos,Introdução a Informática ,Introdução a Informática,INFORMATICA,UAB,IFES
477,Video tutorial Introdução a Ponteiros - Parte 2,PROGRAMAÇÃO II,PROGRAMAÇÃO II,TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS,UAB,IFES
478,Video tutorial Introdução a Ponteiros - Parte 2,TÉCNICAS DE PROGRAMAÇÃO AVANÇADAS,TÉCNICAS DE PROGRAMAÇÃO AVANÇADAS,TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS,UAB,IFES
479,Video Tutorial - Lista 01 - Exercício 02 - Resolução,Algoritmos,Algoritmos,INFORMATICA,UAB,IFES
480,Video Tutorial - Lista 02 - Exercício 06 - Resolução,Algoritmos,Algoritmos,INFORMATICA,UAB,IFES
481,Video Tutorial - Lista 03 - Exercício 02 - Resolução,Algoritmos,Algoritmos,INFORMATICA,UAB,IFES
482,Video Tutorial - Lista 04 - Exercício 02 - Resolução,Algoritmos,Algoritmos,INFORMATICA,UAB,IFES
483,Video Tutorial - Lista 05 - Exercício 05 - Resolução,Algoritmos,Algoritmos,INFORMATICA,UAB,IFES
484,Video Tutorial - Lista 06 - Exercício 03 - Resolução,Algoritmos,Algoritmos,INFORMATICA,UAB,IFES
485,Video Tutorial - Lista 07 - Exercício 02 - Resolução,Algoritmos,Algoritmos,INFORMATICA,UAB,IFES
486,Video Tutorial - Lista 08 - Exercício 02 - Resolução,Algoritmos,Algoritmos,INFORMATICA,UAB,IFES
487,Video tutorial Listas com arranjos,TÉCNICAS DE PROGRAMAÇÃO AVANÇADAS,TÉCNICAS DE PROGRAMAÇÃO AVANÇADAS,TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS,UAB,IFES
488,Vídeo tutorial Magic Draw,PROJETOS DE SISTEMAS,PROJETOS DE SISTEMAS,TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS,UAB,IFES
489,Video Tutorial - Manipulação de Ponteiros (1ª parte),Linguagem de Programação I ,Linguagem de Programação I ,INFORMATICA,UAB,IFES
490,Video Tutorial - Manipulação de Ponteiros (2ª parte),Linguagem de Programação I ,Linguagem de Programação I ,INFORMATICA,UAB,IFES
491,Video Tutorial - Manipulando Matrizes,Linguagem de Programação I ,Linguagem de Programação I ,INFORMATICA,UAB,IFES
492,Video Tutorial - Manipulando Vetores,Linguagem de Programação I ,Linguagem de Programação I ,INFORMATICA,UAB,IFES
493,Video Tutorial - Memória FLASH parte 1,Introdução a Informática ,Introdução a Informática,INFORMATICA,UAB,IFES
494,Video Tutorial - Memória FLASH parte 2,Introdução a Informática ,Introdução a Informática,INFORMATICA,UAB,IFES
495,Video Tutorial - Memória RAM parte 1,Introdução a Informática ,Introdução a Informática,INFORMATICA,UAB,IFES
496,Video Tutorial - Memória RAM parte 2,Introdução a Informática ,Introdução a Informática,INFORMATICA,UAB,IFES
497,Video Tutorial - Memória RAM parte 3,Introdução a Informática ,Introdução a Informática,INFORMATICA,UAB,IFES
498,Video Tutorial - microarquitetura - executando uma operação de soma,ORGANIZAÇÃO ESTRUTURADA DE COMPUTADORES,ORGANIZAÇÃO ESTRUTURADA DE COMPUTADORES,TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS,UAB,IFES
499,Video Tutorial Modelagem de Dados - Parte I,BANCO DE DADOS I ,BANCO DE DADOS I,TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS,UAB,IFES
500,Video Tutorial Modelagem de Dados - Parte II,BANCO DE DADOS I ,BANCO DE DADOS I,TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS,UAB,IFES
501,Video Tutorial Modelagem de Dados - Parte III,BANCO DE DADOS I ,BANCO DE DADOS I,TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS,UAB,IFES
502,Video Tutorial Modelagem de Dados - Parte IV,BANCO DE DADOS I ,BANCO DE DADOS I,TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS,UAB,IFES
503,Video Tutorial Modelagem de Dados - Parte IX,BANCO DE DADOS I ,BANCO DE DADOS I,TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS,UAB,IFES
504,Video Tutorial Modelagem de Dados - Parte V,BANCO DE DADOS I ,BANCO DE DADOS I,TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS,UAB,IFES
505,Video Tutorial Modelagem de Dados - Parte VI,BANCO DE DADOS I ,BANCO DE DADOS I,TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS,UAB,IFES
506,Video Tutorial Modelagem de Dados - Parte VII,BANCO DE DADOS I ,BANCO DE DADOS I,TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS,UAB,IFES
507,Video Tutorial Modelagem de Dados - Parte VIII,BANCO DE DADOS I ,BANCO DE DADOS I,TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS,UAB,IFES
508,Vídeo tutorial - Modelos básicos de gerenciamento das organizações,SISTEMAS DE INFORMAÇÕES GERENCIAIS ,SISTEMAS DE INFORMAÇÕES GERENCIAIS,TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS,UAB,IFES
509,Video Tutorial Modularização ,TÉCNICAS DE PROGRAMAÇÃO AVANÇADAS,TÉCNICAS DE PROGRAMAÇÃO AVANÇADAS,TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS,UAB,IFES
510,Video Tutorial NetBeans,Linguagem de Programação I,LINGUAGEM DE PROGRAMAÇÃO I,TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS,UAB,IFES
511,Video Tutorial NetBeans ,Linguagem de Programação I,LINGUAGEM DE PROGRAMAÇÃO I,TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS,UAB,IFES
512,Vídeo tutorial - Níveis hierárquicos na organização,SISTEMAS DE INFORMAÇÕES GERENCIAIS ,SISTEMAS DE INFORMAÇÕES GERENCIAIS,TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS,UAB,IFES
513,Video Tutorial O funcionamento do mouse,Introdução a Informática ,Introdução a Informática,INFORMATICA,UAB,IFES
514,Vídeo Tutorial - Operdaores Lógicos: E e OU,Programação I,PROGRAMAÇÃO I,TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS,UAB,IFES
515,Video Tutorial O processador e suas partes,Introdução a Informática ,Introdução a Informática,INFORMATICA,UAB,IFES
516,Video tutorial Passagem de parâmetro por valor e por referência,TÉCNICAS DE PROGRAMAÇÃO AVANÇADAS,TÉCNICAS DE PROGRAMAÇÃO AVANÇADAS,TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS,UAB,IFES
517,Video Tutorial - Passagem por Valor e Referência,Algoritmos,Algoritmos,INFORMATICA,UAB,IFES
518,Video tutorial Pilha Estática,TÉCNICAS DE PROGRAMAÇÃO AVANÇADAS,TÉCNICAS DE PROGRAMAÇÃO AVANÇADAS,TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS,UAB,IFES
519,Video Tutorial Pipeline,Introdução a Informática ,Introdução a Informática,INFORMATICA,UAB,IFES
520,Video Tutorial - Pipeline ,ORGANIZAÇÃO ESTRUTURADA DE COMPUTADORES,ORGANIZAÇÃO ESTRUTURADA DE COMPUTADORES,TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS,UAB,IFES
521,Video tutorial Ponteiros para char,PROGRAMAÇÃO II,PROGRAMAÇÃO II,TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS,UAB,IFES
522,Video tutorial Ponteiros para int,PROGRAMAÇÃO II,PROGRAMAÇÃO II,TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS,UAB,IFES
523,Vídeo Tutorial - Precedência,Programação I,PROGRAMAÇÃO I,TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS,UAB,IFES
524,Video Tutorial - Processador e suas partes,ORGANIZAÇÃO ESTRUTURADA DE COMPUTADORES,ORGANIZAÇÃO ESTRUTURADA DE COMPUTADORES,TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS,UAB,IFES
525,Video tutorial Protótipo de Função ,TÉCNICAS DE PROGRAMAÇÃO AVANÇADAS,TÉCNICAS DE PROGRAMAÇÃO AVANÇADAS,TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS,UAB,IFES
526,Video Tutorial - Série Conheça seu Micro - HD ,ORGANIZAÇÃO ESTRUTURADA DE COMPUTADORES,ORGANIZAÇÃO ESTRUTURADA DE COMPUTADORES,TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS,UAB,IFES
527,Video Tutorial - Série Conheça seu Micro - Modem,ORGANIZAÇÃO ESTRUTURADA DE COMPUTADORES,ORGANIZAÇÃO ESTRUTURADA DE COMPUTADORES,TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS,UAB,IFES
528,Video Tutorial - Série Conheça seu Micro - Placa de Áudio,ORGANIZAÇÃO ESTRUTURADA DE COMPUTADORES,ORGANIZAÇÃO ESTRUTURADA DE COMPUTADORES,TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS,UAB,IFES
529,Video Tutorial - Série Conheça seu Micro - Placa Mãe,ORGANIZAÇÃO ESTRUTURADA DE COMPUTADORES,ORGANIZAÇÃO ESTRUTURADA DE COMPUTADORES,TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS,UAB,IFES
530,Video Tutorial - Série Conheça seu Micro - Processador,ORGANIZAÇÃO ESTRUTURADA DE COMPUTADORES,ORGANIZAÇÃO ESTRUTURADA DE COMPUTADORES,TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS,UAB,IFES
531,Vídeo tutorial - Sistemas de informação,SISTEMAS DE INFORMAÇÕES GERENCIAIS ,SISTEMAS DE INFORMAÇÕES GERENCIAIS,TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS,UAB,IFES
532,Video tutorial sobre a cifra de César,PROGRAMAÇÃO II ,PROGRAMAÇÃO II,TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS,UAB,IFES
533,Video Tutorial Surgimento do Mouse,Introdução a Informática ,Introdução a Informática,INFORMATICA,UAB,IFES
534,Video Tutorial -Temporização dos ciclos de execução,ORGANIZAÇÃO ESTRUTURADA DE COMPUTADORES,ORGANIZAÇÃO ESTRUTURADA DE COMPUTADORES,TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS,UAB,IFES
535,Video tutorial Threads (Arquitetura e Implementação) ,Sistemas Operacionais I,SISTEMAS OPERACIONAIS I,TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS,UAB,IFES
536,Video tutorial Threads (Introdução) Recurso ,Sistemas Operacionais I,SISTEMAS OPERACIONAIS I,TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS,UAB,IFES
537,Video Tutorial Transições de Estado de um Processo,Sistemas Operacionais I,SISTEMAS OPERACIONAIS I,TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS,UAB,IFES
538,Video tutorial Vetores e Ponteiros,TÉCNICAS DE PROGRAMAÇÃO AVANÇADAS ,TÉCNICAS DE PROGRAMAÇÃO AVANÇADAS,TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS,UAB,IFES
539,Video Tutorial Writer,Aplicativos Computacionais ,Sistemas Operacionais ,INFORMATICA,UAB,IFES
540,Video Vídeo Tutorial Introdução a Ponteiros - Parte 1,PROGRAMAÇÃO II,PROGRAMAÇÃO II,TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS,UAB,IFES
541,Video Vídeo Tutorial Introdução a Ponteiros - Parte 1,TÉCNICAS DE PROGRAMAÇÃO AVANÇADAS ,TÉCNICAS DE PROGRAMAÇÃO AVANÇADAS,TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS,UAB,IFES
